"","","","","","","","","","","","","","","","","","","","","","",""
"","2016","1","2016-03","3","201610","10","42438","16","1615","GENERIEK (OHV)","BT_G_OHVTOE_1","2","0","0","1","0","438","15","1","","0.5","0"
"","2016","1","2016-03","3","201610","10","42438","16","1615","INTERMEDIAIRS","BT_HI_IB_1","42","0","0","42","36","723","0","0","","1","0.85714285714286"
"","2016","1","2016-03","3","201610","10","42438","16","1615","INTERMEDIAIRS","BT_HI_OVERIG_1","61","0","0","61","51","1123","0","0","","1","0.83606557377049"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","1","565","0","","3","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_IB_1","72","2","2","52","35","1713","203","18","15","0.72222222222222","0.5"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_IB_2","14","0","2","12","0","6133","668","","15","0.85714285714286","0"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_KTU_1","6","0","0","6","4","162","0","","8","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_LH_1","22","0","0","22","20","335","0","0","10","1","0.90909090909091"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_LH_2","4","0","1","3","0","4031","811","","6","0.75","0"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_OB_1","94","0","1","93","79","1266","0","0","9","0.98936170212766","0.84042553191489"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_OB_2","15","0","0","15","9","1056","0","","18","1","0.6"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_OVERIG_1","56","1","2","54","44","740","0","0","2","0.96428571428571","0.8"
"","2016","1","2016-03","3","201610","10","42438","16","1615","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","1","29","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_BEST_1","22","0","2","16","4","5525","500","4","4","0.72727272727273","0.18181818181818"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_BETA_1","77","0","13","49","9","18858","2994","15","12","0.63636363636364","0.11688311688312"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_HUBA_1","48","0","0","48","48","331","0","0","10","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_IB_1","589","3","101","323","20","143277","23214","165","22","0.54838709677419","0.034129692832765"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_IB_2","69","0","0","69","31","2156","0","","57","1","0.44927536231884"
"","2016","1","2016-03","3","201610","10","42438","16","1615","PARTICULIEREN","BT_P_OLDV_1","4","0","0","4","2","97","0","","4","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","16","1615","TOESLAGEN","BT_T_BETA_1","145","1","18","89","8","39837","5913","38","4","0.61379310344828","0.055555555555556"
"","2016","1","2016-03","3","201610","10","42438","16","1615","TOESLAGEN","BT_T_BETA_2","7","0","0","7","7","84","0","","9","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1615","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","2","34","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1615","TOESLAGEN","BT_T_TOESLAGEN_1","251","1","35","141","5","66709","7083","75","10","0.56175298804781","0.02"
"","2016","1","2016-03","3","201610","10","42438","16","1630","AUTO","BT_A_AUTO_1","98","0","10","88","8","17640","1671","0","7","0.89795918367347","0.081632653061224"
"","2016","1","2016-03","3","201610","10","42438","16","1630","AUTO","BT_A_BPM_1","19","0","2","17","0","4115","273","0","","0.89473684210526","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","AUTO","BT_A_VRACHT_1","2","0","0","2","2","27","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BO_TOESLAGEN","TT_BO_TOESL_2","13","0","1","12","0","10729","1006","","11","0.92307692307692","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BO_TOESLAGEN","TT_T_HUZO_1","3","0","0","0","0","0","20","3","","0","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BUITENLAND","BT_B_BUIT_1","63","3","15","48","3","8071","582","0","7","0.76190476190476","0.05"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BUITENLAND","BT_B_IB_2","1","0","0","1","1","13","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BUITENLAND","BT_B_OND_1","4","0","0","4","1","116","0","","4","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","16","1630","BUITENLAND","BT_B_TSL_1","3","0","0","3","1","126","0","","5","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","16","1630","DOUANE","BT_D_OVERIG_1","7","0","0","7","7","72","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK","BT_G_ENGELS_1","7","0","1","6","1","347","0","","5","0.85714285714286","0.14285714285714"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK","BT_G_ERFETM_1","9","0","0","9","3","436","0","0","10","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK","BT_G_GELDZAKEN_1","30","0","4","18","0","8906","1297","8","","0.6","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK","BT_G_INVOR_1","12","1","1","11","5","388","3","0","10","0.91666666666667","0.45454545454545"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK","BT_G_SCHEIDEN_1","8","0","1","7","3","550","29","0","2","0.875","0.375"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","1","3","1","199","253","0","1","0.75","0.25"
"","2016","1","2016-03","3","201610","10","42438","16","1630","GENERIEK (EBV)","BT_G_EBV_1","47","0","1","46","38","717","0","0","","0.97872340425532","0.80851063829787"
"","2016","1","2016-03","3","201610","10","42438","16","1630","INTERMEDIAIRS","BT_HI_IB_1","50","1","3","47","21","1557","16","0","","0.94","0.42857142857143"
"","2016","1","2016-03","3","201610","10","42438","16","1630","INTERMEDIAIRS","BT_HI_OVERIG_1","72","0","3","69","45","1771","57","0","","0.95833333333333","0.625"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","5","0","0","5","1","330","0","","6","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_IB_1","59","0","8","51","5","16189","1556","0","20","0.86440677966102","0.084745762711864"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_IB_2","12","0","2","10","0","5605","764","","5","0.83333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_KTU_1","10","0","0","10","0","1332","0","","9","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_LH_1","14","1","1","13","4","907","2","0","8","0.92857142857143","0.30769230769231"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_LH_2","6","0","1","5","0","9100","1775","","3","0.83333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_OB_1","81","2","3","78","35","4113","15","0","5","0.96296296296296","0.44303797468354"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_OB_2","20","0","1","19","2","1977","177","","13","0.95","0.1"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_OVERIG_1","52","1","1","51","15","3484","3","0","3","0.98076923076923","0.29411764705882"
"","2016","1","2016-03","3","201610","10","42438","16","1630","ONDERNEMINGEN","BT_O_VPB_1","3","0","0","3","0","1196","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_BEST_1","23","0","12","8","2","3341","2844","3","3","0.34782608695652","0.08695652173913"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_BETA_1","93","0","19","65","13","29584","7814","9","11","0.6989247311828","0.13978494623656"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_HUBA_1","34","0","0","34","29","430","0","0","2","1","0.85294117647059"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_IB_1","632","1","104","354","20","187750","34660","174","20","0.56012658227848","0.031695721077655"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_IB_2","41","0","0","41","23","1374","0","","41","1","0.5609756097561"
"","2016","1","2016-03","3","201610","10","42438","16","1630","PARTICULIEREN","BT_P_OLDV_1","4","0","0","4","3","100","0","","4","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","16","1630","TOESLAGEN","BT_T_BETA_1","133","0","20","62","2","35148","6873","51","3","0.46616541353383","0.015037593984962"
"","2016","1","2016-03","3","201610","10","42438","16","1630","TOESLAGEN","BT_T_BETA_2","10","0","0","10","9","119","0","","6","1","0.9"
"","2016","1","2016-03","3","201610","10","42438","16","1630","TOESLAGEN","BT_T_TOESLAGEN_1","240","2","32","139","19","69925","13761","69","15","0.57916666666667","0.079831932773109"
"","2016","1","2016-03","3","201610","10","42438","16","1630","TOESLAGEN","BT_T_VERMOGEN_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","16","1630","TOESLAGEN","BT_T_WKO_1","1","0","0","1","1","10","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1645","AUTO","BT_A_AUTO_1","78","0","16","60","4","20228","3129","2","5","0.76923076923077","0.051282051282051"
"","2016","1","2016-03","3","201610","10","42438","16","1645","AUTO","BT_A_BPM_1","12","0","0","9","0","3498","20","3","","0.75","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","AUTO","BT_A_VRACHT_1","6","0","0","6","5","127","0","0","1","1","0.83333333333333"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BO_TOESLAGEN","TT_BO_TOESL_2","10","0","2","8","0","9582","1224","","7","0.8","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BO_TOESLAGEN","TT_T_HUZO_1","2","0","1","1","0","1458","1243","0","","0.5","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BUITENLAND","BT_B_BUIT_1","60","1","24","36","6","13127","4534","0","8","0.6","0.10169491525424"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BUITENLAND","BT_B_IB_2","1","0","0","1","0","80","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BUITENLAND","BT_B_OND_1","3","0","0","3","1","242","0","","3","1","0.33333333333333"
"","2016","1","2016-03","3","201610","10","42438","16","1645","BUITENLAND","BT_B_TSL_1","2","0","0","2","2","32","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1645","DOUANE","BT_D_OVERIG_1","8","0","0","8","7","99","0","0","","1","0.875"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK","BT_G_ENGELS_1","6","0","0","6","1","414","0","","6","1","0.16666666666667"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK","BT_G_ERFETM_1","15","0","0","15","3","1429","0","","11","1","0.2"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK","BT_G_GELDZAKEN_1","21","0","1","11","0","6257","128","9","","0.52380952380952","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK","BT_G_INVOR_1","11","0","0","11","5","574","0","0","5","1","0.45454545454545"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK","BT_G_SCHEIDEN_1","8","0","0","8","3","870","0","0","2","1","0.375"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK (1 BRN)","BT_G_CAMP_1","4","0","0","4","0","544","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK (EBV)","BT_G_EBV_1","32","0","0","32","31","308","0","0","","1","0.96875"
"","2016","1","2016-03","3","201610","10","42438","16","1645","GENERIEK (OHV)","BT_G_OHVTOE_1","1","0","0","1","0","613","0","0","","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","INTERMEDIAIRS","BT_HI_IB_1","44","0","0","44","40","656","0","0","","1","0.90909090909091"
"","2016","1","2016-03","3","201610","10","42438","16","1645","INTERMEDIAIRS","BT_HI_OVERIG_1","59","0","0","59","50","1096","0","0","","1","0.84745762711864"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","4","0","0","4","1","197","0","","4","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_IB_1","48","1","11","26","3","8142","3287","11","11","0.54166666666667","0.063829787234043"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_IB_2","2","0","0","2","1","208","0","","4","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_KTU_1","8","0","0","8","2","857","0","","5","1","0.25"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_LH_1","11","0","1","10","4","1692","7","0","3","0.90909090909091","0.36363636363636"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_LH_2","6","0","2","4","0","6851","2066","","3","0.66666666666667","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_OB_1","77","1","12","65","9","11736","1174","0","9","0.84415584415584","0.11842105263158"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_OB_2","8","0","1","7","4","644","0","","8","0.875","0.5"
"","2016","1","2016-03","3","201610","10","42438","16","1645","ONDERNEMINGEN","BT_O_OVERIG_1","40","0","3","37","3","6817","175","0","5","0.925","0.075"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_BEST_1","24","0","6","11","2","5171","1783","7","1","0.45833333333333","0.083333333333333"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_BETA_1","92","1","25","38","9","18248","4657","29","18","0.41304347826087","0.098901098901099"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_HUBA_1","39","0","0","39","39","302","0","0","8","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_IB_1","573","7","102","258","17","145273","32939","213","16","0.45026178010471","0.030035335689046"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_IB_2","57","0","0","57","16","4181","0","","51","1","0.28070175438596"
"","2016","1","2016-03","3","201610","10","42438","16","1645","PARTICULIEREN","BT_P_OLDV_1","7","0","0","7","0","1709","0","","8","1","0"
"","2016","1","2016-03","3","201610","10","42438","16","1645","TOESLAGEN","BT_T_BETA_1","127","0","19","41","3","22149","8708","67","2","0.32283464566929","0.023622047244094"
"","2016","1","2016-03","3","201610","10","42438","16","1645","TOESLAGEN","BT_T_BETA_2","4","0","0","4","4","49","0","","4","1","1"
"","2016","1","2016-03","3","201610","10","42438","16","1645","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","1","85","0","","3","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","16","1645","TOESLAGEN","BT_T_TOESLAGEN_1","234","5","34","88","11","46008","11514","112","13","0.37606837606838","0.048034934497817"
"","2016","1","2016-03","3","201610","10","42438","16","1645","TOESLAGEN","BT_T_VERMOGEN_1","2","0","0","2","2","43","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","AUTO","BT_A_AUTO_1","5","0","1","4","0","874","15","0","","0.8","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","BO_TOESLAGEN","TT_BO_TOESL_2","2","0","0","2","0","2687","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","BUITENLAND","BT_B_BUIT_1","41","1","8","25","8","2517","830","8","1","0.60975609756098","0.2"
"","2016","1","2016-03","3","201610","10","42438","17","1700","BUITENLAND","BT_B_IB_2","2","0","0","2","2","16","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","BUITENLAND","BT_B_TSL_1","4","0","0","4","3","98","0","","4","1","0.75"
"","2016","1","2016-03","3","201610","10","42438","17","1700","DOUANE","BT_D_OVERIG_1","5","1","1","4","4","32","3","0","","0.8","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK","BT_G_ENGELS_1","1","0","0","1","0","63","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK","BT_G_ERFETM_1","8","0","0","8","5","250","0","0","5","1","0.625"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK","BT_G_GELDZAKEN_1","16","0","0","14","6","1241","20","2","","0.875","0.375"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK","BT_G_INVOR_1","6","0","0","6","4","225","0","0","5","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK","BT_G_SCHEIDEN_1","3","0","2","1","0","247","1044","0","1","0.33333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","GENERIEK (EBV)","BT_G_EBV_1","23","0","0","23","1","3385","0","0","","1","0.043478260869565"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","2","0","0","2","0","279","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_IB_1","37","0","3","31","10","2343","213","3","16","0.83783783783784","0.27027027027027"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_IB_2","11","0","1","10","3","1592","192","","9","0.90909090909091","0.27272727272727"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_KTU_1","3","0","0","3","3","49","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_LH_1","11","0","0","11","5","875","0","0","5","1","0.45454545454545"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_LH_2","1","1","1","0","0","0","1","","","0","#DIV/0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_OB_1","43","0","3","40","6","3874","182","0","6","0.93023255813953","0.13953488372093"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_OB_2","6","0","0","6","4","418","0","","6","1","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_OVERIG_1","53","1","2","51","3","5606","7","0","2","0.9622641509434","0.057692307692308"
"","2016","1","2016-03","3","201610","10","42438","17","1700","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","0","47","0","","1","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_BEST_1","15","2","3","7","2","2633","560","5","2","0.46666666666667","0.15384615384615"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_BETA_1","57","1","3","43","22","13289","3492","11","16","0.75438596491228","0.39285714285714"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_HUBA_1","26","0","0","26","2","3644","0","0","3","1","0.076923076923077"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_IB_1","439","8","36","131","10","67120","10881","272","9","0.29840546697039","0.023201856148492"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_IB_2","34","0","0","34","5","4622","0","","31","1","0.14705882352941"
"","2016","1","2016-03","3","201610","10","42438","17","1700","PARTICULIEREN","BT_P_OLDV_1","7","0","1","6","0","915","0","","2","0.85714285714286","0"
"","2016","1","2016-03","3","201610","10","42438","17","1700","TOESLAGEN","BT_T_BETA_1","95","0","23","33","3","20001","7441","39","4","0.34736842105263","0.031578947368421"
"","2016","1","2016-03","3","201610","10","42438","17","1700","TOESLAGEN","BT_T_BETA_2","5","0","0","5","5","63","0","","2","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","TOESLAGEN","BT_T_GRIP_1","1","0","0","1","1","9","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1700","TOESLAGEN","BT_T_TOESLAGEN_1","185","4","28","82","9","49194","9743","75","9","0.44324324324324","0.049723756906077"
"","2016","1","2016-03","3","201610","10","42438","17","1715","BO_TOESLAGEN","TT_BO_TOESL_2","6","0","0","6","0","2869","0","","7","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1715","BUITENLAND","BT_B_BUIT_1","38","0","2","36","36","230","0","0","5","0.94736842105263","0.94736842105263"
"","2016","1","2016-03","3","201610","10","42438","17","1715","BUITENLAND","BT_B_OND_1","","","","","","","","","1","",""
"","2016","1","2016-03","3","201610","10","42438","17","1715","BUITENLAND","BT_B_TSL_1","1","0","0","1","1","11","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","DOUANE","BT_D_OVERIG_1","3","0","0","3","3","22","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK","BT_G_ENGELS_1","1","0","0","1","1","17","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK","BT_G_ERFETM_1","13","0","0","13","4","2103","0","0","7","1","0.30769230769231"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK","BT_G_GELDZAKEN_1","10","0","1","9","5","534","55","0","","0.9","0.5"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK","BT_G_INVOR_1","1","0","0","1","1","2","0","","3","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK","BT_G_SCHEIDEN_1","3","0","1","0","0","0","391","2","","0","0"
"","2016","1","2016-03","3","201610","10","42438","17","1715","GENERIEK (EBV)","BT_G_EBV_1","21","1","4","17","1","2352","504","0","","0.80952380952381","0.05"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","2","0","0","2","2","21","0","","3","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_IB_1","33","0","1","32","21","1759","8","0","9","0.96969696969697","0.63636363636364"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_IB_2","10","0","0","10","0","4163","0","","9","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_KTU_1","1","0","0","1","1","13","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_LH_1","10","0","0","10","8","243","0","0","3","1","0.8"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_LH_2","","","","","","","","","2","",""
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_OB_1","38","0","0","38","30","804","0","0","2","1","0.78947368421053"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_OB_2","2","0","0","2","2","41","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_OVERIG_1","16","1","1","15","14","137","1","0","2","0.9375","0.93333333333333"
"","2016","1","2016-03","3","201610","10","42438","17","1715","ONDERNEMINGEN","BT_O_VPB_1","1","0","0","1","1","8","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_BEST_1","20","0","5","9","1","4218","1461","6","1","0.45","0.05"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_BETA_1","47","1","5","25","7","9832","1180","17","9","0.53191489361702","0.15217391304348"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_HUBA_1","29","0","1","28","8","3063","104","0","7","0.96551724137931","0.27586206896552"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_IB_1","363","1","73","225","11","113592","19729","65","12","0.6198347107438","0.030386740331492"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_IB_2","30","0","2","28","0","10144","219","","26","0.93333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","17","1715","PARTICULIEREN","BT_P_OLDV_1","1","0","0","1","0","45","0","","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1715","TOESLAGEN","BT_T_BETA_1","92","2","9","47","2","22763","3441","36","2","0.51086956521739","0.022222222222222"
"","2016","1","2016-03","3","201610","10","42438","17","1715","TOESLAGEN","BT_T_BETA_2","3","0","0","3","3","16","0","","6","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1715","TOESLAGEN","BT_T_GRIP_1","2","0","0","2","1","100","0","","3","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","17","1715","TOESLAGEN","BT_T_TOESLAGEN_1","178","6","14","77","7","36787","5293","87","7","0.43258426966292","0.040697674418605"
"","2016","1","2016-03","3","201610","10","42438","17","1730","BO_TOESLAGEN","TT_BO_TOESL_2","7","0","1","6","0","5650","112","","1","0.85714285714286","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","BUITENLAND","BT_B_BUIT_1","28","0","0","28","25","411","0","0","2","1","0.89285714285714"
"","2016","1","2016-03","3","201610","10","42438","17","1730","BUITENLAND","BT_B_OND_1","1","0","0","1","1","4","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","BUITENLAND","BT_B_TSL_1","2","0","0","2","1","106","0","","2","1","0.5"
"","2016","1","2016-03","3","201610","10","42438","17","1730","DOUANE","BT_D_OVERIG_1","2","0","0","2","2","14","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK","BT_G_ENGELS_1","1","0","0","1","1","7","0","","1","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK","BT_G_ERFETM_1","6","0","0","6","0","679","0","0","3","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK","BT_G_GELDZAKEN_1","7","0","0","7","7","83","0","0","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK","BT_G_INVOR_1","4","0","0","4","0","353","0","0","2","1","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK","BT_G_SCHEIDEN_1","8","0","2","6","0","2987","1085","0","2","0.75","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","GENERIEK (EBV)","BT_G_EBV_1","12","0","1","11","8","232","0","0","","0.91666666666667","0.66666666666667"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_EXPERTLIJN_1","2","0","0","2","2","16","0","","","1","1"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_IB_1","33","0","0","33","8","3943","0","0","10","1","0.24242424242424"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_IB_2","6","0","1","5","0","3121","234","","7","0.83333333333333","0"
"","2016","1","2016-03","3","201610","10","42438","17","1730","ONDERNEMINGEN","BT_O_KTU_1","1","0","0","1","1","4","0","","2","1","1"
